review_id,origin,expansion_state,country,relationship_kind,source,target,relationship_type,description_for_display_only,profile_proposal,profile_reason_code,profile_review_status,evidence_quote,evidence_url,evidence_flags
candidate-edge:proposal:proj:87:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Havana,Cohousing De Schilders,Entwurf,Havana entwarf die Fassade aus recuperierten Ziegeln für De Schilders.,Einzelfall / Vorhaben,actor_project_edge,ready,32 detailed project sheets,https://havana.be/projects/1303_CHS,description_over_60
candidate-edge:proposal:proj:88:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Beliris,Molenbeek-Saint-Jean Town Square,Bauherrschaft,Bauherrin des Platzumbaus Molenbeek-Saint-Jean mit wiederverwendetem Pflaster.,Einzelfall / Vorhaben,actor_project_edge,ready,les inventaires « déconstruction » et « réemploi »... optimisent les possibilités de réutilisation,https://keep.eu/api/project-attachment/61592/get_file/,description_over_60
candidate-edge:proposal:proj:89:B:1,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Entreprises Jacques Delens,Complexe Tour à Plomb,Bauausführung,"Generalunternehmer der Tour à Plomb, barg Ziegel und Balken zur Wiederverwendung.",Einzelfall / Vorhaben,actor_project_edge,ready,"Un large projet ... mené par les Entreprises Jacques Delens avec pour objectif, la conservation du bâti et le réemploi des matériaux",https://www.circulareconomy.brussels/60m3-de-briques-reutilisees-sur-site-projet-tour-a-plomb-arnaud-dawans/,description_over_60
candidate-edge:proposal:proj:89:B:2,expansion_candidate,proposed_addition,BE,AKTEUR-BAUVORHABEN,Ville de Bruxelles,Complexe Tour à Plomb,Bauherrschaft,Stadt Brüssel war Bauherrin des Umbaus der Tour à Plomb mit Materialwiederverwendung.,Einzelfall / Vorhaben,actor_project_edge,ready,Un large projet commandité par la Ville de Bruxelles et mené par les Entreprises Jacques Delens,https://www.circulareconomy.brussels/60m3-de-briques-reutilisees-sur-site-projet-tour-a-plomb-arnaud-dawans/,description_over_60
candidate-edge:proposal:proj:90:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Ville de Paris,Housing Reuilly – Lot AE,Bauherrschaft,Ville de Paris übertrug Paris Habitat als Aménageur die Caserne de Reuilly.,Einzelfall / Vorhaben,actor_project_edge,ready," von Paris Habitat, 8 Seiten). Das Zitat ist verbatim im Dokument enthalten (Seite 7, Chronologie-Abschnitt): ",https://www.api-site.paris.fr/mairies/public/assets/2019/3/Brochure%20Caserne%20de%20Reuilly%20Paris%20Habitat.pdf,description_over_60
candidate-edge:proposal:proj:90:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Paris Habitat,Housing Reuilly – Lot AE,Bauherrschaft,Paris Habitat war Bauherrin/Aménageur der Wohnbebauung Caserne de Reuilly (Lot AE).,Einzelfall / Vorhaben,actor_project_edge,ready,La Caserne de Reuilly,https://www.api-site.paris.fr/mairies/public/assets/2019/3/Brochure%20Caserne%20de%20Reuilly%20Paris%20Habitat.pdf,quote_too_short;description_over_60
candidate-edge:proposal:proj:91:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Bellastock,Recyclerie et déchèterie de Kaysersberg,Reuse-Konzept,Begleitete als Reuse-Assistent den Umbau der Recyclerie Kaysersberg.,Einzelfall / Vorhaben,actor_project_edge,ready,Kaysersberg waste collection centre,https://www.betriber-emwelt.lu/fileadmin/files/images/_de_construction/Documents_FCRBE/dt4_2_2_project-sheets_041023_lr.pdf,description_over_60
candidate-edge:proposal:proj:91:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,ADEME,Recyclerie et déchèterie de Kaysersberg,Förderung,Förderte als öffentlicher Geldgeber den Umbau der Recyclerie Kaysersberg.,Einzelfall / Vorhaben,actor_project_edge,ready,"L'ADEME accompagne techniquement et financièrement les acteurs du réemploi et de la réutilisation, notamment ceux de l'économie sociale et solidaire (ESS).",https://www.betriber-emwelt.lu/fileadmin/files/images/_de_construction/Documents_FCRBE/dt4_2_2_project-sheets_041023_lr.pdf,description_over_60
candidate-edge:proposal:proj:91:B:2,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Communauté de Communes de la Vallée de Kaysersberg,Recyclerie et déchèterie de Kaysersberg,Bauherrschaft,War Bauherrin des Umbaus und betreibt dort dauerhaft einen Reuse-Raum.,Einzelfall / Vorhaben,actor_project_edge,ready,Kaysersberg waste collection centre,https://www.betriber-emwelt.lu/fileadmin/files/images/_de_construction/Documents_FCRBE/dt4_2_2_project-sheets_041023_lr.pdf,description_over_60
candidate-edge:proposal:proj:92:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Bellastock,Garden of Mellinet,Reuse-Konzept,Entwickelte das Reuse-Konzept für die Bauteile der Caserne Mellinet in Nantes.,Einzelfall / Vorhaben,actor_project_edge,ready,"Bellastock est alors missionné pour réaliser un diagnostic ressources avant la démolition, visant à cibler les matériaux pouvant être réemployés, pour ensuite mettre en place des filières de réemploi",https://www.bellastock.com/projets/caserne-mellinet/,description_over_60
candidate-edge:proposal:proj:92:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Nantes Métropole Aménagement,Garden of Mellinet,Bauherrschaft,Schrieb 2015 den Wettbewerb zur Umnutzung der Caserne Mellinet aus.,Einzelfall / Vorhaben,actor_project_edge,ready,"En 2015, Bellastock remporte avec le groupement mené par TGTFP l'appel à projet pour la reconversion la Caserne Mellinet lancé par Nantes Métropole Aménagement et l'AFLA...",https://www.bellastock.com/projets/caserne-mellinet/,description_over_60
candidate-edge:proposal:proj:93:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Ville de Paris,Réaménagement de la Place de la Bastille,Bauherrschaft,Die Stadt Paris finanzierte und leitete die Neugestaltung der Place de la Bastille.,Einzelfall / Vorhaben,actor_project_edge,ready,Place de la Bastille,https://mairie12.paris.fr/pages/reamenagement-des-places-de-la-bastille-et-de-la-nation-10195,quote_too_short;description_over_60
candidate-edge:proposal:proj:93:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Lahaye Granits,Réaménagement de la Place de la Bastille,Aufarbeitung,Arbeitete recyceltes Granit für die Neugestaltung der Place de la Bastille auf.,Einzelfall / Vorhaben,actor_project_edge,ready,"Le réemploi des pavés, dalles et bordures en granit est devenu incontournable pour les travaux d'aménagements de la voie publique",https://www.lahaye-granits.com/recyclage,description_over_60
candidate-edge:proposal:proj:94:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Ville de Paris,Promenade Jane-et-Paulette-Nardal,Bauherrschaft,War Bauherrin der Promenade Nardal auf dem ehemaligen Broussais-Areal.,Einzelfall / Vorhaben,actor_project_edge,ready,Promenade Paulette et Jane Nardal,https://www.setec.fr/blog/projets/promenade-paulette-et-jane-nardal/,description_over_60
candidate-edge:proposal:proj:94:B:2,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Fédération française des professionnels de la pierre sèche,Promenade Jane-et-Paulette-Nardal,Bauausführung,Schulte Bauarbeiter vor Ort in traditioneller Trockenmauertechnik.,Einzelfall / Vorhaben,actor_project_edge,ready, und die Organisation ,https://ateliernous.fr/promenade-nardal/,quote_too_short;description_over_60
candidate-edge:proposal:proj:95:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Ville de Paris,Jardin de la Caserne de Reuilly,Bauherrschaft,Vermittelte 2013 die Grundstücksübertragung des Kasernenareals an Paris Habitat.,Einzelfall / Vorhaben,actor_project_edge,ready,Fiche REX La Caserne de Reuilly,https://experimentationsurbaines.ademe.fr/wp-content/uploads/2022/04/10.-Fiche-REX-La-Caserne-de-Reuilly.pdf,description_over_60
candidate-edge:proposal:proj:95:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Paris Habitat,Jardin de la Caserne de Reuilly,Bauherrschaft,War Bauherrin des Gartens und ließ gefundene Pflastersteine vor Ort wiederverwenden.,Einzelfall / Vorhaben,actor_project_edge,ready, als laufende eigene Praxis dar (Zitat exakt vorhanden: ,https://www.betriber-emwelt.lu/fileadmin/files/images/_de_construction/Documents_FCRBE/dt4_2_2_project-sheets_041023_lr.pdf,description_over_60
candidate-edge:proposal:proj:96:A:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Bellastock,Pulse Offices,Reuse-Konzept,"Begleitete Pulse als AMO Réemploi, identifizierte wiederverwendbare Bodenplatten.",Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt Bellastock als AMO und dessen Reuse-Beratung für Pulse konkret.,https://www.woodsurfer.com/chantier-de-a-a-z-immeuble-pulse-saint-denis-93/3363116,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:96:B:1,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,BFV Architectes,Pulse Offices,Entwurf,Entwarf das Bürogebäude Pulse in Saint-Denis mit Holz-Beton-Glas-Architektur.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: eigene Reemploi-Praxis (kern); Pulse-Seite nennt BFV als Architekt und Reuse-Anteile.,https://bfv.team/fr/projects/pulse,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:96:B:2,expansion_candidate,proposed_addition,FR,AKTEUR-BAUVORHABEN,Icade,Pulse Offices,Bauherrschaft,Beauftragte als Bauherrin das Bürogebäude Pulse mit Réemploi-Anteil in Saint-Denis.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: Icade gründete Cycle Up (bezug); Pulse-Seite nennt Icade als Investor/Promoteur und Reuse-Bauteile.,https://www.icade.fr/projets/bureaux/fonciere/pulse,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:97:A:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,Arbeitsgebiet Bauliches Recycling / BTU Cottbus-Senftenberg,Sportlerheim Kolkwitz,Forschungsbegleitung,Der Rohbau des ReUse Hub Kolkwitz wird von der BTU wissenschaftlich begleitet.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt BTU ausdrücklich als wissenschaftliche Begleitung des Rohbaus in Kolkwitz.,https://www.b-tu.de/news/artikel/31916-die-professorin-die-dem-beton-ein-zweites-leben-gibt,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:97:B:1,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,ECOSOIL Ost GmbH,Sportlerheim Kolkwitz,Rückbau,ECOSOIL zerlegt die DDR-Betonplatten aus Großräschen für den Wiederaufbau in Kolkwitz.,Einzelfall / Vorhaben,actor_project_edge,ready,"-- Beide URLs erreichbar: eigene De-/Remontage und ReCreate-Mitwirkung (kern); Projektseite nennt selektiven Rückbau, Demontage und Wiederverwendung.",https://www.ecosoil-umwelt.de/news-eu-projekt-recreate-sportlerheim-kolkwitz,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:97:B:2,expansion_candidate,proposed_addition,DE,AKTEUR-BAUVORHABEN,P. Jähne Ingenieurbüro GmbH,Sportlerheim Kolkwitz,Fachplanung,Plant und überwacht den Rohbau des ReUse Hub Kolkwitz.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: ReCreate-Seite nennt statische Berechnung für gebrauchte Teile (bezug); BTU nennt Planung und Überwachung des ReUse Hub.,https://www.b-tu.de/news/artikel/31916-die-professorin-die-dem-beton-ein-zweites-leben-gibt,quote_contains_review_meta_language
candidate-edge:proposal:proj:98:A:1,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,Zirkular,Provisorium Kantonsschule Uster,Reuse-Konzept,Zirkular unterstützte baubüro in situ bei der Bauteilsuche für das Provisorium.,Einzelfall / Vorhaben,actor_project_edge,ready,Provisorium Kantonsschule Uster,https://zirkular.net/de/projekt/provisorium-kantonsschule/,quote_is_only_project_name;description_over_60
candidate-edge:proposal:proj:99:A:1,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,baubüro in situ,Gebäude Q – Werkstadt Zürich,Entwurf,"Plante als Architekturbüro die Gesamtsanierung von Gebäude Q, Werkstadt Zürich.",Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt baubüro in situ ausdrücklich als Architekturbüro des Projekts Gebäude Q.,https://www.lubw.baden-wuerttemberg.de/en/abfall-und-kreislaufwirtschaft/inzibau-good-practice/-/asset_publisher/wcwKprBkZG7i/content/geb%C3%A4ude-q-werkstadt-areal?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_wcwKprBkZG7i_assetEntryId=5162022,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:99:A:2,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,Zirkular,Gebäude Q – Werkstadt Zürich,Reuse-Konzept,"Erbrachte die Fachplanung Wiederverwendung für Gebäude Q, Werkstadt Zürich.",Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt Zirkular GmbH ausdrücklich mit Fachplanung Wiederverwendung für Gebäude Q.,https://www.lubw.baden-wuerttemberg.de/en/abfall-und-kreislaufwirtschaft/inzibau-good-practice/-/asset_publisher/wcwKprBkZG7i/content/geb%C3%A4ude-q-werkstadt-areal?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_wcwKprBkZG7i_assetEntryId=5162022,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:99:B:1,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,SBB Immobilien AG,Gebäude Q – Werkstadt Zürich,Bauherrschaft,Ist Bauherrin des SBB-Areals Werkstadt Zürich mit Gebäude Q in Zürich-Altstetten.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: eigene Seite belegt fortlaufende Bauteilwiederverwendung (kern) und Gebäude-Q-Seite nennt SBB Immobilien als Bauherrin.,https://www.lubw.baden-wuerttemberg.de/en/abfall-und-kreislaufwirtschaft/inzibau-good-practice/-/asset_publisher/wcwKprBkZG7i/content/geb%C3%A4ude-q-werkstadt-areal?_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_wcwKprBkZG7i_assetEntryId=5162022,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:100:A:1,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,baubüro in situ,Transa Headoffice – Reuse to the max,Entwurf,Plante den Umbau des Transa Headoffice nach dem Motto Wiederverwendung.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; eigene Projektseite nennt baubüro in situ und beschreibt den Reuse-Umbau des Transa Headoffice konkret.,https://insitu.ch/projekte/328-zero-waste-umbau-transa,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:100:A:2,expansion_candidate,proposed_addition,CH,AKTEUR-BAUVORHABEN,Zirkular,Transa Headoffice – Reuse to the max,Bauteilinventarisierung,Übernahm die Bauteiljagd für den reuse-orientierten Umbau des Transa Headoffice.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt Zirkular als Bauteiljägerin und beschreibt die gemeinsame Suche nach Reuse-Fenstern.,https://www.baunetzwissen.de/nachhaltig-bauen/objekte/buero/umbau-bueroetage-transa-in-zuerich-8172962,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:101:B:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Stadsfastighetsförvaltningen,Hoppet 2 – Friedländers Gata 20,Bauherrschaft,Ist Bauherr der Återbruk-Förskola Friedländers gata 20 in Göteborg.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: eigene Vorgaben verlangen mindestens 20 % Reuse; Projektseite nennt die Stadsfastighetsförvaltningen als Bauherrin.,https://derome.se/hallbarhet/vart-ramverk/hallbart-byggande/innovation-utveckling/friedlanders-gata,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:101:B:2,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Derome,Hoppet 2 – Friedländers Gata 20,Bauausführung,War Totalentreprenör der Återbruk-Förskola Friedländers gata 20.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar; Derome nennt sich Totalentreprenör und beschreibt Produktion/Lieferung für das konkrete Reuse-Projekt.,https://derome.se/hallbarhet/vart-ramverk/hallbart-byggande/innovation-utveckling/friedlanders-gata,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:101:B:3,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,RA-Bygg,Hoppet 2 – Friedländers Gata 20,Bauausführung,War Byggentreprenör (Unterauftragnehmer) der Förskola Friedländers gata 20.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Kantenquelle nennt RA-Bygg als Bauunternehmer; Ersatzquelle dokumentiert dessen aktive Erhöhung des Reuse-Anteils.,https://derome.se/hallbarhet/vart-ramverk/hallbart-byggande/innovation-utveckling/friedlanders-gata,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:101:B:4,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Kaka Arkitekter,Hoppet 2 – Friedländers Gata 20,Entwurf,Entwarf die Återbruk-Förskola Friedländers gata 20 mit wiederverwendeten Fenstern.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Kaka-Projektseite belegt Entwurf und konkrete Wiederverwendung; Ersatzquelle dokumentiert die Anpassung an Reuse-Fenster.,https://kakaarkitekter.se/friedlanders-gata/,description_over_60
candidate-edge:proposal:proj:102:B:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Wingårdhs,Droppen,Entwurf,Entwarf die Fassade aus wiederverwendeten Wärmetauscherplatten für Droppen.,Einzelfall / Vorhaben,actor_project_edge,ready,"belegt -- Kante und Reuse-Entwurf sind belegt; der einzelne Magasinet-Beitrag belegt jedoch Bezug, nicht die behauptete dauerhafte kern-Relevanz.",https://www.wingardhs.se/journal/droppens-aterbrukade-fasad-fran-tavling-till-verklighet,description_over_60
candidate-edge:proposal:proj:102:B:2,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Granitor Properties,Droppen,Bauherrschaft,War Bauherr des Neubaus Droppen mit wiederverwendeter Fassade in Malmö.,Einzelfall / Vorhaben,actor_project_edge,ready," (Embassy of Sharing, Malmö) mit ",https://www.ottobygg.se/projektbibliotek/droppen/,description_over_60
candidate-edge:proposal:proj:102:B:3,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Byggnadsfirman Otto Magnusson,Droppen,Bauausführung,Führte als Totalentreprenör den Bau von Droppen aus.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: Ottobygg dokumentiert das Reuse-Fassadenprojekt; Wingårdhs nennt Otto Magnusson als Unternehmer.,https://www.wingardhs.se/journal/droppens-aterbrukade-fasad-fran-tavling-till-verklighet,quote_contains_review_meta_language
candidate-edge:proposal:proj:103:A:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Fabege,"Hållbarhetshuset, Haga Norra",Bauherrschaft,Fabege initiierte das Reuse-Pilotprojekt Hållbarhetshuset in Haga Norra.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; Fabege nennt seine Initiative gemeinsam mit Zengun und beschreibt den Reuse-Pilot Hållbarhetshuset.,https://www.fabege.se/en/knowledge--inspiration/news/2022/sustainability-house/,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:103:A:2,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Zengun,"Hållbarhetshuset, Haga Norra",Bauausführung,Zengun führte als Totalentreprenör Rückbau und Bau des Hållbarhetshuset aus.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; nennt Zengun als Totalunternehmer für Rückbau der Bilia-Immobilie und Bau des Hållbarhetshuset.,https://www.svenskbyggtidning.se/2022/01/25/snart-finns-det-arbetsmodeller-for-befintligt-material-i-hus-som-rivs-for-att-aterbruka-i-nyproduktion/,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:103:A:3,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,RISE (Research Institutes of Sweden),"Hållbarhetshuset, Haga Norra",Prüfung und Nachweis,RISE prüfte und verifizierte die technischen Eigenschaften der Håldäck-Platten.,Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; beschreibt RISE-Prüfung und Verifikation der technischen Hohldielen-Eigenschaften konkret.,https://www.svenskbyggtidning.se/2022/01/25/snart-finns-det-arbetsmodeller-for-befintligt-material-i-hus-som-rivs-for-att-aterbruka-i-nyproduktion/,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:103:A:4,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Codesign Sweden AB,"Hållbarhetshuset, Haga Norra",Forschungsbegleitung,"Codesign leitet Återhus, dessen erster Pilotbau Hållbarhetshuset ist.",Einzelfall / Vorhaben,actor_project_edge,ready,URL erreichbar; Codesign-Projektleitung von Återhus und Hållbarhetshuset als dessen erster Pilot sind konkret belegt.,https://www.mynewsdesk.com/se/codesign/pressreleases/den-foersta-pilotbyggnaden-inom-aaterhus-att-bygga-hus-av-hus-staar-aentligen-klar-3207066,quote_contains_review_meta_language;description_over_60
candidate-edge:proposal:proj:104:A:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Liljewall Arkitekter,Ekebäckshöjd – Peab-Etappe,Entwurf,Architektonischer Entwurf für die Wohnbebauung Ekebäckshöjd in Göteborg.,Einzelfall / Vorhaben,actor_project_edge,ready,Den arkitektoniska utformningen av hyreshuset sköts av Liljewall Architects.,https://www.nyaprojekt.se/2023/07/04/nytt-flerbostadshus-i-ekebackshojd-i-goteborg/,description_over_60
candidate-edge:proposal:proj:104:B:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Brukspecialisten,Ekebäckshöjd – Peab-Etappe,Bauteillieferung,Lieferte 385.000 wiederverwendete Ziegelsteine für Ekebäckshöjd.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide Belege live geöffnet und verifiziert,https://brukspecialisten.se/projekt-post-type/ekebackshojd/,description_over_60
candidate-edge:proposal:proj:104:B:2,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Stena Fastigheter Göteborg,Ekebäckshöjd – Peab-Etappe,Bauherrschaft,Bauherrin und Eigentümerin des Wohnbauprojekts Ekebäckshöjd.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: Stena betreibt bestandsweite Wiederverwendung von Geräten; Peab nennt Stena als Bestellerin von Ekebäckshöjd.,https://peab.se/om-peab/bolagsinformation/press-och-media/pressmeddelanden/2023/januari/peab-bygger-lagenheter-i-goteborg/,quote_contains_review_meta_language
candidate-edge:proposal:proj:104:B:3,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Peab Sverige AB,Ekebäckshöjd – Peab-Etappe,Bauausführung,Totalentreprenör für den Bau der Wohnanlage Ekebäckshöjd.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar; Peab belegt eigene Reuse-Praxis und ist als Totalentreprenör von Ekebäckshöjd genannt.,https://www.nyaprojekt.se/2023/07/04/nytt-flerbostadshus-i-ekebackshojd-i-goteborg/,quote_contains_review_meta_language
candidate-edge:proposal:proj:105:B:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Borås Stad,Fredriksborgsskolan,Bauherrschaft,"Wählt wiederverwendetes Fassadenziegel, um die Klimawirkung des Neubaus zu senken.",Einzelfall / Vorhaben,actor_project_edge,ready,-- Eigene kommunale Seite belegt dauerhafte Materiallagerung und nennt Borås Stad beim Reuse-Ziegelprojekt Fredriksborgsskolan.,https://www.boras.se/hallbarutveckling/klimatochenergi/klimatsmartbyggande.4.5d707cfb1844c59ae8156483.html,description_over_60
candidate-edge:proposal:proj:106:B:1,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Vacse AB,Borås nya tingsrätt,Bauherrschaft,Erwarb das Projekt und entwickelte es gemeinsam mit Skanska.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Beide URLs erreichbar: eigene Handbuch-/Reuse-Praxis (kern) und gemeinsame Projektentwicklung mit Skanska sind belegt.,https://www.skanska.com/se/sv/bygg-infrastruktur/referensprojekt/tegelbacken-boras-tingsratt,quote_contains_review_meta_language
candidate-edge:proposal:proj:106:B:2,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,Skanska Sverige AB,Borås nya tingsrätt,Bauausführung,Baute das Gerichtsgebäude mit återbrukat Tegel an der Fassade.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Eigene Seite belegt fortlaufendes Reuse-Programm; Referenzseite nennt Skanska als gemeinsame Entwicklerin des Reuse-Ziegelprojekts.,https://www.skanska.com/se/sv/bygg-infrastruktur/referensprojekt/tegelbacken-boras-tingsratt,description_over_60
candidate-edge:proposal:proj:106:B:3,expansion_candidate,proposed_addition,SE,AKTEUR-BAUVORHABEN,ON Arkitekter,Borås nya tingsrätt,Entwurf,Entwarf das Gerichtsgebäude mit wiederverwendeter Ziegelfassade.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Eigene Återbruk-Projektkategorie belegt kern; Skanska nennt ON Arkitekter ausdrücklich als Entwurfsbüro.,https://www.skanska.com/se/sv/bygg-infrastruktur/referensprojekt/tegelbacken-boras-tingsratt,description_over_60
candidate-edge:proposal:proj:107:B:1,expansion_candidate,proposed_addition,DK,AKTEUR-BAUVORHABEN,Thisted Kommune,SMK Thy,Bauherrschaft,Bauherrin: entschied Wiederaufbau des Pakhus mit wiederverwendeten Mauersteinen.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Quelle erreichbar; Thisted Kommune wird ausdrücklich als Eigentümerin und Bauherrin des Reuse-Wiederaufbaus genannt.,https://www.licitationen.dk/article/view/877991/pakhusbygning_skal_pilles_ned_og_bygges_op_igen,description_over_60
candidate-edge:proposal:proj:107:B:2,expansion_candidate,proposed_addition,DK,AKTEUR-BAUVORHABEN,EKJ Rådgivende Ingeniører,SMK Thy,Fachplanung,EKJ plante Tragwerk und Fundament für den Wiederaufbau des Pakhus mit Recyclingsteinen.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Eigene EKJ-Seite beschreibt die Fachplanung für Fundament und Wiederaufbau mit denselben Ziegeln konkret.,https://www.ekj.dk/project/smk-pakhus-i-thy/,description_over_60
candidate-edge:proposal:proj:107:B:3,expansion_candidate,proposed_addition,DK,AKTEUR-BAUVORHABEN,Reiulf Ramstad Arkitekter,SMK Thy,Entwurf,Reiulf Ramstad gewann die Wettbewerbsaufgabe für den Pakhus-Wiederaufbau in Thy.,Einzelfall / Vorhaben,actor_project_edge,ready,-- Quelle erreichbar; nennt Reiulf Ramstad als Gewinner des Architekturwettbewerbs für den Reuse-Wiederaufbau.,https://www.licitationen.dk/article/view/877991/pakhusbygning_skal_pilles_ned_og_bygges_op_igen,description_over_60
candidate-edge:proposal:proj:108:A:1,expansion_candidate,proposed_addition,NO,AKTEUR-BAUVORHABEN,Asker kommune – Ombruk,Nedre Sem Låve,Bauherrschaft,Asker kommune ist Bauherr des Umbaus der Nedre Sem Låve.,Einzelfall / Vorhaben,actor_project_edge,ready,Kommunalseite nennt Nedre Sem als erstes zirkuläres Bauprojekt der Asker kommune und beschreibt den Wiederaufbau.,https://www.asker.kommune.no/asker-mot-2030/ferdigstilte-utbyggingsprosjekter/nedresemlave/,
