claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
EP01-rel-01252,rel,r_structural_xploration_lab_epfl__HAT_AKTEURROLLE__ar_forschung_dokumentation,structural_xploration_lab_epfl,ar_forschung_dokumentation,HAT_AKTEURROLLE,Structural Xploration Lab / EPFL (structural_xploration_lab_epfl) has actor role Forschung_Dokumentation (ar_forschung_dokumentation),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (structural_xploration_lab_epfl)-[:HAT_AKTEURROLLE]->(ar_forschung_dokumentation:Akteurrolle name='Forschung_Dokumentation'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236581,rel
EP01-rel-01253,rel,r_strukton_worksphere__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,strukton_worksphere,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,Strukton Worksphere (strukton_worksphere) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (strukton_worksphere)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6998696075515140104,rel
EP01-rel-01254,rel,r_strukton_worksphere__HAT_AKTEURROLLE__ar_fachplanung_nachweis,strukton_worksphere,ar_fachplanung_nachweis,HAT_AKTEURROLLE,Strukton Worksphere (strukton_worksphere) has actor role Fachplanung_Nachweis (ar_fachplanung_nachweis),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (strukton_worksphere)-[:HAT_AKTEURROLLE]->(ar_fachplanung_nachweis:Akteurrolle name='Fachplanung_Nachweis'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815606413,rel
EP01-rel-01255,rel,r_studierende_freiwillige__HAT_AKTEURROLLE__ar_bauausfuehrung_fertigung,studierende_freiwillige,ar_bauausfuehrung_fertigung,HAT_AKTEURROLLE,"Studierende, Schulkinder und Freiwillige (studierende_freiwillige) has actor role Bauausfuehrung_Fertigung (ar_bauausfuehrung_fertigung)",contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studierende_freiwillige)-[:HAT_AKTEURROLLE]->(ar_bauausfuehrung_fertigung:Akteurrolle name='Bauausfuehrung_Fertigung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6955911879055120392,rel
EP01-rel-01256,rel,r_studio_pdp__HAT_AKTEURROLLE__ar_entwurf_planung,studio_pdp,ar_entwurf_planung,HAT_AKTEURROLLE,Studio PDP (studio_pdp) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_pdp)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7000947875328825350,rel
EP01-rel-01257,rel,r_studio_rhe__HAT_AKTEURROLLE__ar_entwurf_planung,studio_rhe,ar_entwurf_planung,HAT_AKTEURROLLE,Studio RHE (studio_rhe) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_rhe)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7054991070857271302,rel
EP01-rel-01258,rel,r_studio_trachsler_hoffmann__HAT_AKTEURROLLE__ar_entwurf_planung,studio_trachsler_hoffmann,ar_entwurf_planung,HAT_AKTEURROLLE,Studio Trachsler Hoffmann (studio_trachsler_hoffmann) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_trachsler_hoffmann)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236490,rel
EP01-rel-01259,rel,r_studio_trachsler_hoffmann__HAT_AKTEURROLLE__ar_projektmanagement_koordination,studio_trachsler_hoffmann,ar_projektmanagement_koordination,HAT_AKTEURROLLE,Studio Trachsler Hoffmann (studio_trachsler_hoffmann) has actor role Projektmanagement_Koordination (ar_projektmanagement_koordination),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_trachsler_hoffmann)-[:HAT_AKTEURROLLE]->(ar_projektmanagement_koordination:Akteurrolle name='Projektmanagement_Koordination'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815606986,rel
EP01-rel-01260,rel,r_studio_trachsler_hoffmann__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,studio_trachsler_hoffmann,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Studio Trachsler Hoffmann (studio_trachsler_hoffmann) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_trachsler_hoffmann)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001921738,rel
EP01-rel-01261,rel,r_studio_valle_progettazioni__HAT_AKTEURROLLE__ar_entwurf_planung,studio_valle_progettazioni,ar_entwurf_planung,HAT_AKTEURROLLE,Studio Valle Progettazioni (studio_valle_progettazioni) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (studio_valle_progettazioni)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6962667278496176134,rel
EP01-rel-01262,rel,r_superuse_on_site__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,superuse_on_site,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Superuse on Site (superuse_on_site) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (superuse_on_site)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236333,rel
EP01-rel-01263,rel,r_superuse_studios_2012architecten__HAT_AKTEURROLLE__ar_entwurf_planung,superuse_studios_2012architecten,ar_entwurf_planung,HAT_AKTEURROLLE,Superuse Studios / 2012Architecten (superuse_studios_2012architecten) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (superuse_studios_2012architecten)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7079760868807809030,rel
EP01-rel-01264,rel,r_superuse_studios_2012architecten__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,superuse_studios_2012architecten,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Superuse Studios / 2012Architecten (superuse_studios_2012architecten) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (superuse_studios_2012architecten)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6991940676074084363,rel
EP01-rel-01265,rel,r_surap_gmbh__HAT_AKTEURROLLE__ar_nachhaltigkeitsberatung,surap_gmbh,ar_nachhaltigkeitsberatung,HAT_AKTEURROLLE,SURAP GmbH (surap_gmbh) has actor role Nachhaltigkeitsberatung (ar_nachhaltigkeitsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (surap_gmbh)-[:HAT_AKTEURROLLE]->(ar_nachhaltigkeitsberatung:Akteurrolle name='Nachhaltigkeitsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001916316,rel
EP01-rel-01266,rel,r_surap_gmbh__HAT_AKTEURROLLE__ar_software_digitalisierung,surap_gmbh,ar_software_digitalisierung,HAT_AKTEURROLLE,SURAP GmbH (surap_gmbh) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (surap_gmbh)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188231068,rel
EP01-rel-01267,rel,r_surplus_building_and_plumbing_materials__HAT_AKTEURROLLE__ar_materialbroker,surplus_building_and_plumbing_materials,ar_materialbroker,HAT_AKTEURROLLE,Surplus Building & Plumbing Materials (surplus_building_and_plumbing_materials) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (surplus_building_and_plumbing_materials)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001954936,rel
EP01-rel-01268,rel,r_surplus_building_and_plumbing_materials__HAT_AKTEURROLLE__ar_materiallieferung_markt,surplus_building_and_plumbing_materials,ar_materiallieferung_markt,HAT_AKTEURROLLE,Surplus Building & Plumbing Materials (surplus_building_and_plumbing_materials) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (surplus_building_and_plumbing_materials)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188269688,rel
EP01-rel-01269,rel,r_surplus_building_and_plumbing_materials__HAT_AKTEURROLLE__ar_software_digitalisierung,surplus_building_and_plumbing_materials,ar_software_digitalisierung,HAT_AKTEURROLLE,Surplus Building & Plumbing Materials (surplus_building_and_plumbing_materials) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (surplus_building_and_plumbing_materials)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815640184,rel
EP01-rel-01270,rel,r_sustainability_yard__HAT_AKTEURROLLE__ar_materialbroker,sustainability_yard,ar_materialbroker,HAT_AKTEURROLLE,Sustainability Yard (sustainability_yard) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sustainability_yard)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001954937,rel
EP01-rel-01271,rel,r_sustainability_yard__HAT_AKTEURROLLE__ar_materiallieferung_markt,sustainability_yard,ar_materiallieferung_markt,HAT_AKTEURROLLE,Sustainability Yard (sustainability_yard) has actor role Materiallieferung_Markt (ar_materiallieferung_markt),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sustainability_yard)-[:HAT_AKTEURROLLE]->(ar_materiallieferung_markt:Akteurrolle name='Materiallieferung_Markt'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188269689,rel
EP01-rel-01272,rel,r_sustainability_yard__HAT_AKTEURROLLE__ar_rueckbau_bauteilernte_logistik,sustainability_yard,ar_rueckbau_bauteilernte_logistik,HAT_AKTEURROLLE,Sustainability Yard (sustainability_yard) has actor role Rueckbau_Bauteilernte_Logistik (ar_rueckbau_bauteilernte_logistik),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sustainability_yard)-[:HAT_AKTEURROLLE]->(ar_rueckbau_bauteilernte_logistik:Akteurrolle name='Rueckbau_Bauteilernte_Logistik'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159779158629325433,rel
EP01-rel-01273,rel,r_sustainability_yard__HAT_AKTEURROLLE__ar_software_digitalisierung,sustainability_yard,ar_software_digitalisierung,HAT_AKTEURROLLE,Sustainability Yard (sustainability_yard) has actor role Software_Digitalisierung (ar_software_digitalisierung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sustainability_yard)-[:HAT_AKTEURROLLE]->(ar_software_digitalisierung:Akteurrolle name='Software_Digitalisierung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815640185,rel
EP01-rel-01274,rel,r_sven_urselmann__HAT_AKTEURROLLE__ar_entwurf_planung,sven_urselmann,ar_entwurf_planung,HAT_AKTEURROLLE,Sven Urselmann (sven_urselmann) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sven_urselmann)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188236596,rel
EP01-rel-01275,rel,r_sven_urselmann__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,sven_urselmann,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Sven Urselmann (sven_urselmann) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sven_urselmann)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815607092,rel
EP01-rel-01276,rel,r_sweco_architects__HAT_AKTEURROLLE__ar_entwurf_planung,sweco_architects,ar_entwurf_planung,HAT_AKTEURROLLE,Sweco / Sweco Architects (sweco_architects) has actor role Entwurf_Planung (ar_entwurf_planung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sweco_architects)-[:HAT_AKTEURROLLE]->(ar_entwurf_planung:Akteurrolle name='Entwurf_Planung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7068501869739382790,rel
EP01-rel-01277,rel,r_sweco_architects__HAT_AKTEURROLLE__ar_fachplanung_nachweis,sweco_architects,ar_fachplanung_nachweis,HAT_AKTEURROLLE,Sweco / Sweco Architects (sweco_architects) has actor role Fachplanung_Nachweis (ar_fachplanung_nachweis),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (sweco_architects)-[:HAT_AKTEURROLLE]->(ar_fachplanung_nachweis:Akteurrolle name='Fachplanung_Nachweis'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:7003199675142510599,rel
EP01-rel-01278,rel,r_symmetrys__HAT_AKTEURROLLE__ar_fachplanung_nachweis,symmetrys,ar_fachplanung_nachweis,HAT_AKTEURROLLE,Symmetrys (symmetrys) has actor role Fachplanung_Nachweis (ar_fachplanung_nachweis),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (symmetrys)-[:HAT_AKTEURROLLE]->(ar_fachplanung_nachweis:Akteurrolle name='Fachplanung_Nachweis'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6996444275701454855,rel
EP01-rel-01279,rel,r_symmetrys__HAT_AKTEURROLLE__ar_reuse_zirkularitaetsberatung,symmetrys,ar_reuse_zirkularitaetsberatung,HAT_AKTEURROLLE,Symmetrys (symmetrys) has actor role Reuse_Zirkularitaetsberatung (ar_reuse_zirkularitaetsberatung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (symmetrys)-[:HAT_AKTEURROLLE]->(ar_reuse_zirkularitaetsberatung:Akteurrolle name='Reuse_Zirkularitaetsberatung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155275559001921089,rel
EP01-rel-01280,rel,r_symmetrys__HAT_AKTEURROLLE__ar_tragwerksplanung,symmetrys,ar_tragwerksplanung,HAT_AKTEURROLLE,Symmetrys (symmetrys) has actor role Tragwerksplanung (ar_tragwerksplanung),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (symmetrys)-[:HAT_AKTEURROLLE]->(ar_tragwerksplanung:Akteurrolle name='Tragwerksplanung'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6922134881849841697,rel
EP01-rel-01281,rel,r_syphon_ag_bauteilboerse_biel_bruegg__HAT_AKTEURROLLE__ar_aufbereitung_refurbishment,syphon_ag_bauteilboerse_biel_bruegg,ar_aufbereitung_refurbishment,HAT_AKTEURROLLE,Syphon AG Bauteilbörse Biel-Brügg (syphon_ag_bauteilboerse_biel_bruegg) has actor role Aufbereitung_Refurbishment (ar_aufbereitung_refurbishment),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (syphon_ag_bauteilboerse_biel_bruegg)-[:HAT_AKTEURROLLE]->(ar_aufbereitung_refurbishment:Akteurrolle name='Aufbereitung_Refurbishment'); target in controlled_vocabulary.seed.kg.jsonl",KEEP,EP-01,domain=Akteur; range=Akteurrolle,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157527358815635479,rel
EP01-rel-01282,rel,r_syphon_ag_bauteilboerse_biel_bruegg__HAT_AKTEURROLLE__ar_materialbroker,syphon_ag_bauteilboerse_biel_bruegg,ar_materialbroker,HAT_AKTEURROLLE,Syphon AG Bauteilbörse Biel-Brügg (syphon_ag_bauteilboerse_biel_bruegg) has actor role Materialbroker / Reuse-Marketplace-Betreiber (ar_materialbroker),contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,"Every `Akteur` has `HAT_AKTEURROLLE`, `HAT_AKTEURTYP` when inferable, and `BELEGT_IN`. | live (syphon_ag_bauteilboerse_biel_bruegg)-[:HAT_AKTEURROLLE]->(ar_materialbroker:Akteurrolle name='Materialbroker / Reuse-Marketplace-Betreiber'); live range :Akteurrolle (seed drift: not in seed file)",KEEP,EP-01,domain=Akteur; range=Akteurrolle; seed drift: ar_materialbroker not in controlled_vocabulary.seed.kg.jsonl,EP-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153023759188264983,rel
