claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,coverage_level,graph_element_id
EP03-1425,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735596,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain,mat_ziegel,NUTZT_MATERIAL,p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -NUTZT_MATERIAL-> Ziegel,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_house_of_fraser_318_oxford_street_tbc_london_reuse_chain -NUTZT_MATERIAL-> mat_ziegel (Ziegel); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735596
EP03-1426,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955679874,p_impact_hub_berlin_crclr_fitout,mat_glas,NUTZT_MATERIAL,p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> Glas,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> mat_glas (Glas); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955679874
EP03-1427,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365122,p_impact_hub_berlin_crclr_fitout,mat_holz,NUTZT_MATERIAL,p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> mat_holz (Holz); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365122
EP03-1428,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050370,p_impact_hub_berlin_crclr_fitout,mat_keramik,NUTZT_MATERIAL,p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> Keramik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> mat_keramik (Keramik); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050370
EP03-1429,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735618,p_impact_hub_berlin_crclr_fitout,mat_stahl,NUTZT_MATERIAL,p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735618
EP03-1430,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210420866,p_impact_hub_berlin_crclr_fitout,mat_ziegel,NUTZT_MATERIAL,p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> Ziegel,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_impact_hub_berlin_crclr_fitout -NUTZT_MATERIAL-> mat_ziegel (Ziegel); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210420866
EP03-1431,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050592,p_maison_vignette_auderghem,mat_keramik,NUTZT_MATERIAL,p_maison_vignette_auderghem -NUTZT_MATERIAL-> Keramik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_maison_vignette_auderghem -NUTZT_MATERIAL-> mat_keramik (Keramik); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050592
EP03-1432,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680096,p_maison_vignette_auderghem,mat_naturstein,NUTZT_MATERIAL,p_maison_vignette_auderghem -NUTZT_MATERIAL-> Naturstein,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_maison_vignette_auderghem -NUTZT_MATERIAL-> mat_naturstein (Naturstein); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680096
EP03-1433,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735840,p_maison_vignette_auderghem,mat_stahl,NUTZT_MATERIAL,p_maison_vignette_auderghem -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_maison_vignette_auderghem -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396735840
EP03-1434,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365344,p_maison_vignette_auderghem,mat_ziegel,NUTZT_MATERIAL,p_maison_vignette_auderghem -NUTZT_MATERIAL-> Ziegel,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_maison_vignette_auderghem -NUTZT_MATERIAL-> mat_ziegel (Ziegel); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365344
EP03-1435,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366440,p_meduni_campus_mariannengasse,mat_glas,NUTZT_MATERIAL,p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> Glas,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> mat_glas (Glas); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366440
EP03-1436,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681192,p_meduni_campus_mariannengasse,mat_holz,NUTZT_MATERIAL,p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> mat_holz (Holz); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681192
EP03-1437,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051688,p_meduni_campus_mariannengasse,mat_stahl,NUTZT_MATERIAL,p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_meduni_campus_mariannengasse -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051688
EP03-1438,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680144,p_multi_brussels_reuse_in_multi,mat_aluminium,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> Aluminium,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_aluminium (Aluminium); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680144
EP03-1439,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365392,p_multi_brussels_reuse_in_multi,mat_naturstein,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> Naturstein,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_naturstein (Naturstein); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365392
EP03-1440,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050640,p_multi_brussels_reuse_in_multi,mat_stahl,NUTZT_MATERIAL,p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_multi_brussels_reuse_in_multi -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050640
EP03-1441,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050919,p_timber_square_london,mat_beton,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> Beton,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_timber_square_london -NUTZT_MATERIAL-> mat_beton (Beton); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583050919
EP03-1442,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680423,p_timber_square_london,mat_holz,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_timber_square_london -NUTZT_MATERIAL-> mat_holz (Holz); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955680423
EP03-1443,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365671,p_timber_square_london,mat_stahl,NUTZT_MATERIAL,p_timber_square_london -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_timber_square_london -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769365671
EP03-1444,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366353,p_umar_unit,mat_aluminium,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Aluminium,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_aluminium (Aluminium); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366353
EP03-1445,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736849,p_umar_unit,mat_daemmstoff,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Daemmstoff,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_daemmstoff (Daemmstoff); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736849
EP03-1446,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051601,p_umar_unit,mat_glas,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Glas,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_glas (Glas); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583051601
EP03-1447,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681105,p_umar_unit,mat_holz,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_holz (Holz); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681105
EP03-1448,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422097,p_umar_unit,mat_kunststoff,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Kunststoff,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_kunststoff (Kunststoff); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422097
EP03-1449,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024107345,p_umar_unit,mat_ziegel,NUTZT_MATERIAL,p_umar_unit -NUTZT_MATERIAL-> Ziegel,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge p_umar_unit -NUTZT_MATERIAL-> mat_ziegel (Ziegel); domain Projekt valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164260768024107345
EP03-1450,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714161,re_store_harvestmap_vienna,mat_beton,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> Beton,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_beton (Beton); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714161
EP03-1451,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399409,re_store_harvestmap_vienna,mat_holz,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_holz (Holz); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399409
EP03-1452,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084657,re_store_harvestmap_vienna,mat_keramik,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> Keramik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_keramik (Keramik); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084657
EP03-1453,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769905,re_store_harvestmap_vienna,mat_naturstein,NUTZT_MATERIAL,re_store_harvestmap_vienna -NUTZT_MATERIAL-> Naturstein,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge re_store_harvestmap_vienna -NUTZT_MATERIAL-> mat_naturstein (Naturstein); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396769905
EP03-1454,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714162,reempro,mat_keramik,NUTZT_MATERIAL,reempro -NUTZT_MATERIAL-> Keramik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge reempro -NUTZT_MATERIAL-> mat_keramik (Keramik); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714162
EP03-1455,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399410,reempro,mat_ziegel,NUTZT_MATERIAL,reempro -NUTZT_MATERIAL-> Ziegel,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge reempro -NUTZT_MATERIAL-> mat_ziegel (Ziegel); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399410
EP03-1456,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955676697,ressourcerie_lausanne_materiuum_ruul,mat_holz,NUTZT_MATERIAL,ressourcerie_lausanne_materiuum_ruul -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge ressourcerie_lausanne_materiuum_ruul -NUTZT_MATERIAL-> mat_holz (Holz); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955676697
EP03-1457,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769361945,ressourcerie_lausanne_materiuum_ruul,mat_stahl,NUTZT_MATERIAL,ressourcerie_lausanne_materiuum_ruul -NUTZT_MATERIAL-> Stahl,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge ressourcerie_lausanne_materiuum_ruul -NUTZT_MATERIAL-> mat_stahl (Stahl); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769361945
EP03-1458,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709460,reuzi_ch,mat_beton,NUTZT_MATERIAL,reuzi_ch -NUTZT_MATERIAL-> Beton,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge reuzi_ch -NUTZT_MATERIAL-> mat_beton (Beton); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709460
EP03-1459,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394708,reuzi_ch,mat_holz,NUTZT_MATERIAL,reuzi_ch -NUTZT_MATERIAL-> Holz,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge reuzi_ch -NUTZT_MATERIAL-> mat_holz (Holz); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394708
EP03-1460,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422148,rotordc,mat_glas,NUTZT_MATERIAL,rotordc -NUTZT_MATERIAL-> Glas,web,https://rotordc.com/,true,200,PROVEN,belegt,Homepage highlights large glass windows from CBR building.,ADD_SOURCE,EP-03,"R07:R07-0151; bauteilboersen_enrichment_json; token_hits=4/6 sample=['large', 'glass', 'windows', 'building']; review_run=remediation_r07_2026_06_06",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210422148
EP03-1461,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366404,rotordc,mat_holz,NUTZT_MATERIAL,rotordc -NUTZT_MATERIAL-> Holz,web,https://rotordc.com/,true,200,PROVEN,belegt,Homepage highlights parquet; about page mentions reprocessing high-quality urban wood.,ADD_SOURCE,EP-03,"R07:R07-0152; bauteilboersen_enrichment_json; token_hits=3/11 sample=['parquet', 'about', 'wood']; review_run=remediation_r07_2026_06_06",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769366404
EP03-1462,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681156,rotordc,mat_keramik,NUTZT_MATERIAL,rotordc -NUTZT_MATERIAL-> Keramik,contract,_neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,false,,PROVEN,hoch,Live edge rotordc -NUTZT_MATERIAL-> mat_keramik (Keramik); domain Akteur valid; range Material vocab node per _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,KEEP,EP-03,Tier-C vocab edge; A12 aggregate decomposed to element row; no external evidence_url,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955681156
EP03-1463,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736900,rotordc,mat_naturstein,NUTZT_MATERIAL,rotordc -NUTZT_MATERIAL-> Naturstein,web,https://rotordc.com/shop,true,200,PROVEN,belegt,Shop/architectural salvage scope includes stone/natural-stone products; product page spot-check needed.,ADD_SOURCE,EP-03,"R07:R07-0153; bauteilboersen_enrichment_json; token_hits=6/12 sample=['shop', 'salvage', 'stone', 'natural']; review_run=remediation_r07_2026_06_06",element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396736900
