source,source_entity,source_id,relation,target,target_entity,target_id,field,raw_label,confidence,resolution_rule,legacy_path,original_source,original_relation,original_target,edge_cleaning
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__008__T_ren,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__009__Dreischichtplatten_Holzplatten,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__010__Naturstein_Granitplatten,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,rechtliche_bedingung,Vergaberecht,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_rechtliche_bedingung,rechtliche_bedingung/Vergaberecht,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,rechtliche_bedingung,Gewaehrleistung,WIRTSCHAFT UND BESCHAFFUNG:Marktbarrieren,"Marktbarrieren: heutige Bauwirtschaft ist auf Neuprodukte, feste Ausschreibungen und klare Produktgarantien ausgelegt.",rule_medium,table_50m_has_rechtliche_bedingung_case_law,Gebäude\K118_Kopfbau_Halle_118_Winterthur.md,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__011__Klinker_Backstein,has_rechtliche_bedingung,rechtliche_bedingung/Gewaehrleistung,added_gap_50m
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bauweise,bauweise/Stahlbauweise,bauweise,Stahlbauweise,REUSE_EINSATZ:combined_structure_labels,"Stahlträger / Stützen | Stahl | Tragwerk Halle | Tragwerk Aufstockung | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_medium,label_50o_has_konstruktion_component_label,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bauweise,bauweise/Stahlbauweise,added_gap_50o
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bausystem,bausystem/Stahl_Skelettbau,bausystem,Stahl_Skelettbau,REUSE_EINSATZ:combined_structure_labels,"Stahlträger / Stützen | Stahl | Tragwerk Halle | Tragwerk Aufstockung | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_medium,label_50o_has_konstruktion_component_label,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bausystem,bausystem/Stahl_Skelettbau,added_gap_50o
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_tragwerksprinzip,tragwerksprinzip/Skeletttragwerk,tragwerksprinzip,Skeletttragwerk,REUSE_EINSATZ:combined_structure_labels,"Stahlträger / Stützen | Stahl | Tragwerk Halle | Tragwerk Aufstockung | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_medium,label_50o_has_konstruktion_component_label,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_tragwerksprinzip,tragwerksprinzip/Skeletttragwerk,added_gap_50o
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bauteilebene,bauteilebene/System,bauteilebene,System,REUSE_EINSATZ:component_scale,"Stahlträger / Stützen | Stahl | Teilrückbau Halle ELYS Basel | Tragwerk Halle | Tragwerk Aufstockung | ja | nein | Demontage, Katalogisierung, Wiedereinbau | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_bauteilebene,bauteilebene/System,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,"Stahlträger / Stützen | Stahl | Teilrückbau Halle ELYS Basel | Tragwerk Halle | Tragwerk Aufstockung | ja | nein | Demontage, Katalogisierung, Wiedereinbau | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,funktionswechsel,Konstruktive_Funktion,REUSE_EINSATZ:old_new_function,"Stahlträger / Stützen | Stahl | Teilrückbau Halle ELYS Basel | Tragwerk Halle | Tragwerk Aufstockung | ja | nein | Demontage, Katalogisierung, Wiedereinbau | Tragfähigkeit, Stabilität | statischer Nachweis, Geometrie",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__001__Stahltr_ger_St_tzen,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,Profilbleche Verbunddecken | Stahlblech | Rückbauquellen | Deckenelement | Verbunddecken/Deckenaufbau | ja/teilweise | nein | Ausbau/Wiedereinbau | Tragfähigkeit/Brandschutz,rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,funktionswechsel,Konstruktive_Funktion,REUSE_EINSATZ:old_new_function,Profilbleche Verbunddecken | Stahlblech | Rückbauquellen | Deckenelement | Verbunddecken/Deckenaufbau | ja/teilweise | nein | Ausbau/Wiedereinbau | Tragfähigkeit/Brandschutz,rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__002__Profilbleche_Verbunddecken,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_bauteilebene,bauteilebene/Einzelbauteil,bauteilebene,Einzelbauteil,REUSE_EINSATZ:component_scale,"Externe Treppe | feuerverzinkter Stahl | Orion office building Zürich | Fluchttreppe / Außentreppe | Erschließung K.118 | ca. 22 m Höhe | ja/teilweise | nein | geringe Anpassungen; Geländerfüllungen ergänzt | Zustand offensichtlich ausreichend; genaue Prüfung unbekannt | Absturzsicherung, Fluchtweg | Podeste bestimmen Geschosshöhen",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_bauteilebene,bauteilebene/Einzelbauteil,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,"Externe Treppe | feuerverzinkter Stahl | Orion office building Zürich | Fluchttreppe / Außentreppe | Erschließung K.118 | ca. 22 m Höhe | ja/teilweise | nein | geringe Anpassungen; Geländerfüllungen ergänzt | Zustand offensichtlich ausreichend; genaue Prüfung unbekannt | Absturzsicherung, Fluchtweg | Podeste bestimmen Geschosshöhen",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__003__Externe_Treppe,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_bauteilebene,bauteilebene/Bauteilgruppe,bauteilebene,Bauteilgruppe,REUSE_EINSATZ:component_scale,"Fenster | Glas/Metall/Holz unbekannt | Rückbau / Restposten | Fenster | Fenster | nein | nein | Ausbau, Anpassung | Wärme, Luftdichtheit, Schall | Leistungsnachweis",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_bauteilebene,bauteilebene/Bauteilgruppe,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,"Fenster | Glas/Metall/Holz unbekannt | Rückbau / Restposten | Fenster | Fenster | nein | nein | Ausbau, Anpassung | Wärme, Luftdichtheit, Schall | Leistungsnachweis",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__004__Fenster,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_bauteilebene,bauteilebene/Oberflaechenschicht,bauteilebene,Oberflaechenschicht,REUSE_EINSATZ:component_scale,"Fassadenbleche / Profilbleche | Metall | Rückbauquellen | Dach/Fassade/Blechbekleidung | Außenbekleidung | nein | nein | Zuschnitt, Montage | Witterungsschutz | Maß-/Farbheterogenität",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_bauteilebene,bauteilebene/Oberflaechenschicht,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,"Fassadenbleche / Profilbleche | Metall | Rückbauquellen | Dach/Fassade/Blechbekleidung | Außenbekleidung | nein | nein | Zuschnitt, Montage | Witterungsschutz | Maß-/Farbheterogenität",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,funktionswechsel,Konstruktive_Funktion,REUSE_EINSATZ:old_new_function,"Fassadenbleche / Profilbleche | Metall | Rückbauquellen | Dach/Fassade/Blechbekleidung | Außenbekleidung | nein | nein | Zuschnitt, Montage | Witterungsschutz | Maß-/Farbheterogenität",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__005__Fassadenbleche_Profilbleche,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,"EPS-Dämmung | EPS | Rückbau/Reststücke | Dämmung | Dämmung | nein | nein | Sortierung, Zuschnitt | Wärmeschutz, Brandschutz | Leistungsnachweis",rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,funktionswechsel,Konstruktive_Funktion,REUSE_EINSATZ:old_new_function,"EPS-Dämmung | EPS | Rückbau/Reststücke | Dämmung | Dämmung | nein | nein | Sortierung, Zuschnitt | Wärmeschutz, Brandschutz | Leistungsnachweis",rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__006__EPS_D_mmung,has_funktionswechsel,funktionswechsel/Konstruktive_Funktion,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_bauteilebene,bauteilebene/Gebaeudeteil,bauteilebene,Gebaeudeteil,REUSE_EINSATZ:component_scale,Holzdachelemente | Holz | Rückbauquellen | Dach | Dach/Innenausbau | teilweise | nein | Anpassung | Tragfähigkeit/Wärmeschutz | Klebstoffe/Materialqualität,rule_medium,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_bauteilebene,bauteilebene/Gebaeudeteil,added_gap_50p
reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,reuse_einsatz,K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,funktionswechsel,Gleiche_Funktion,REUSE_EINSATZ:old_new_function,Holzdachelemente | Holz | Rückbauquellen | Dach | Dach/Innenausbau | teilweise | nein | Anpassung | Tragfähigkeit/Wärmeschutz | Klebstoffe/Materialqualität,rule_high,label_50p_has_bauteilprofil_component_profile,,reuse_einsatz/K118_Kopfbau_Halle_118_Winterthur__007__Holzdachelemente,has_funktionswechsel,funktionswechsel/Gleiche_Funktion,added_gap_50p
